Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Collapsible row - heading 1 (product.metafields.custom.collapsible_row_heading_1),Collapsible row - heading 2 (product.metafields.custom.collapsible_row_heading_2),Collapsible row - heading 3 (product.metafields.custom.collapsible_row_heading_3),Contains Variations' metafields (product.metafields.custom.contains_variations_metafields),Review #1 Author Name (product.metafields.custom.review_1_author_name),Review #1 Text (product.metafields.custom.review_1_text),Review #2 Author Name (product.metafields.custom.review_2_author_name),Review #2 Text (product.metafields.custom.review_2_text),Review #3 Author Name (product.metafields.custom.review_3_author_name),Review #3 Text (product.metafields.custom.review_3_text),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Animal type (product.metafields.shopify.animal-type),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Pet control accessory features (product.metafields.shopify.pet-control-accessory-features),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pets-water-bottle-portable-food-grade-material-dog-cat-travel-pet-water-cup-bottle-with-food-dispenser-puppy-water-bottle,,,,,,,,,Pink,,,550Ml,,,,,32fdd356-30b2-41f0-9312-1638452ccaa4,260.0,shopify,deny,manual,34.99,0.00,true,true,,,,,705353018183,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Sa10184da43db43ceb5b618b43b4e3859f.webp?v=1765941139,2,Pets Water Bottle Portable Food Grade Material Dog Cat Travel Pet Water Cup Bottle with Food Dispenser Puppy Water Bottle,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S3e62153a0359458e85ca8792786f892fS.webp?v=1765941140,kg,,9.83,
pets-water-bottle-portable-food-grade-material-dog-cat-travel-pet-water-cup-bottle-with-food-dispenser-puppy-water-bottle,,,,,,,,,White,,,350Ml,,,,,55fcd720-11ad-4884-ad8b-1001e813a921,260.0,shopify,deny,manual,29.99,0.00,true,true,,,,,313085210203,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Sd7de7ec4524740d985d026dc63816d6d7.webp?v=1765941139,3,Pets Water Bottle Portable Food Grade Material Dog Cat Travel Pet Water Cup Bottle with Food Dispenser Puppy Water Bottle,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S0905a11eba164092b57f7dd587d9eaf1d.webp?v=1765941139,kg,,8.47,
pets-water-bottle-portable-food-grade-material-dog-cat-travel-pet-water-cup-bottle-with-food-dispenser-puppy-water-bottle,,,,,,,,,White,,,550Ml,,,,,73624d02-2fd6-46c6-81bb-19efd3ced4e5,260.0,shopify,deny,manual,34.99,0.00,true,true,,,,,744110970586,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S72275d2c5b55445383e849b9db5057fdb.webp?v=1765941139,4,Pets Water Bottle Portable Food Grade Material Dog Cat Travel Pet Water Cup Bottle with Food Dispenser Puppy Water Bottle,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S0905a11eba164092b57f7dd587d9eaf1d.webp?v=1765941139,kg,,9.74,
pets-water-bottle-portable-food-grade-material-dog-cat-travel-pet-water-cup-bottle-with-food-dispenser-puppy-water-bottle,,,,,,,,,Blue,,,350Ml,,,,,1ea11ed4-3a77-41c0-ab63-22baba9bb3c7,260.0,shopify,deny,manual,34.99,0.00,true,true,,,,,7445012320365,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/b3951d729d48f6f1b734a34afa3c3d7c.jpg?v=1765941139,5,Pets Water Bottle Portable Food Grade Material Dog Cat Travel Pet Water Cup Bottle with Food Dispenser Puppy Water Bottle,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Sa7d924844a3d4013b1b397880dadfcadU.webp?v=1765941139,kg,,8.47,
pets-water-bottle-portable-food-grade-material-dog-cat-travel-pet-water-cup-bottle-with-food-dispenser-puppy-water-bottle,,,,,,,,,Blue,,,550Ml,,,,,f4658c36-b5bf-4ea0-a7f0-218611693cd9,260.0,shopify,deny,manual,32.99,0.00,true,true,,,,,7445010965964,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/ef1d0b67986df2bc734b5f98ea5e23fc.jpg?v=1765941139,6,Pets Water Bottle Portable Food Grade Material Dog Cat Travel Pet Water Cup Bottle with Food Dispenser Puppy Water Bottle,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Sa7d924844a3d4013b1b397880dadfcadU.webp?v=1765941139,kg,,9.71,
pets-water-bottle-portable-food-grade-material-dog-cat-travel-pet-water-cup-bottle-with-food-dispenser-puppy-water-bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S3e62153a0359458e85ca8792786f892fS.webp?v=1765941140,7,Pets Water Bottle Portable Food Grade Material Dog Cat Travel Pet Water Cup Bottle with Food Dispenser Puppy Water Bottle,,,,,,,,,,,,,,,,,,,,,,,,
pets-water-bottle-portable-food-grade-material-dog-cat-travel-pet-water-cup-bottle-with-food-dispenser-puppy-water-bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S0905a11eba164092b57f7dd587d9eaf1d.webp?v=1765941139,8,Pets Water Bottle Portable Food Grade Material Dog Cat Travel Pet Water Cup Bottle with Food Dispenser Puppy Water Bottle,,,,,,,,,,,,,,,,,,,,,,,,
pets-water-bottle-portable-food-grade-material-dog-cat-travel-pet-water-cup-bottle-with-food-dispenser-puppy-water-bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Sa7d924844a3d4013b1b397880dadfcadU.webp?v=1765941139,9,Pets Water Bottle Portable Food Grade Material Dog Cat Travel Pet Water Cup Bottle with Food Dispenser Puppy Water Bottle,,,,,,,,,,,,,,,,,,,,,,,,
royal-pet-cozy-bed,Royal Pet Cozy Bed,"<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""> </p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Royal Pet Cozy Bed – ""Does your pet sleep on the cold floor…"" 🐾</strong></p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Is your pet still sleeping on the cold floor while you sleep in a warm bed? ❄️</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Over 561 Aussie pet owners have already made the switch — and their pets haven't left it since. Ultra-soft premium plush, calming raised edges, warm all night. Most pets curl up within minutes of first use.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Why Pets Love It</strong></p>
<p class=""font-claude-response-body break-words whitespace-pre-wrap leading-[1.7]"">🐾 Curls up instantly — most settle within minutes</p>
<p class=""font-claude-response-body break-words whitespace-pre-wrap leading-[1.7]"">😴 Deeper sleep — plush nest design hugs your pet all night</p>
<p class=""font-claude-response-body break-words whitespace-pre-wrap leading-[1.7]"">😰 Reduces anxiety — raised edges soothe nervous pets</p>
<p class=""font-claude-response-body break-words whitespace-pre-wrap leading-[1.7]"">🦴 Joint relief — perfect for older or arthritic pets</p>
<p class=""font-claude-response-body break-words whitespace-pre-wrap leading-[1.7]"">🧺 Machine washable — removable cover, fresh every week</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>What Aussie Pet Parents Are Saying</strong></p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">⭐⭐⭐⭐⭐ <em>""My cat literally won't sleep anywhere else now. She crawls in and is out cold within minutes.""</em> — Jessica T., Sydney</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">⭐⭐⭐⭐⭐ <em>""Bought the medium for my Cavoodle. He was in it within 10 minutes of arriving. Couldn't be happier.""</em> — Sarah M., Melbourne</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">⭐⭐⭐⭐⭐ <em>""My anxious rescue dog settled in it on the very first night. Best purchase I've made for her.""</em> — Brooke R., Brisbane</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>⚠️ Beware of Cheap Imitations</strong></p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Only available at Pets Royalty. Cheap copies exist — but they flatten fast and lack the calming support your pet needs. Always buy from petsroyalty.com.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>🛡️ 30-Day Happiness Guarantee</strong></p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Not happy for any reason? Contact us and we'll make it right. No hassle, no questions asked. Your pet's comfort is our promise. 🐾</p>",Pets Royalty,Uncategorized,"","",true,Color,Grey,,Size,40x40,,,,,536a65eb-2eb6-46c5-a5c9-7fd3821078db,761.0,shopify,deny,manual,49.99,0.00,true,true,,,,,7445001411470,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/b95b69183a986803d32f849725aafdcd.webp?v=1776385988,1, Royal Pet Cozy Bed grey,false,,,,,,,,,,,,,638,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Se493dac6bd8945cfa8ddf0967486ac66c.webp?v=1776385988,kg,,15.59,active
royal-pet-cozy-bed,,,,,,,,,Grey,,,50x50,,,,,45c9a577-62fd-4b5e-9fe4-bef313e25555,761.0,shopify,deny,manual,54.99,,true,true,,,,,313114656675,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S6ed178911c1e4f2ab42ff29031814af7X.webp?v=1776385988,2, Royal Pet Cozy Bed grey,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Se493dac6bd8945cfa8ddf0967486ac66c.webp?v=1776385988,kg,,22.79,
royal-pet-cozy-bed,,,,,,,,,Grey,,,60x60,,,,,126cd045-e066-45af-92f4-2404fc112d8d,761.0,shopify,deny,manual,64.99,,true,true,,,,,744759973979,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S20ef87dd188249c083ea995b8f0c391f2.webp?v=1776385988,3, Royal Pet Cozy Bed ,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Se493dac6bd8945cfa8ddf0967486ac66c.webp?v=1776385988,kg,,25.79,
royal-pet-cozy-bed,,,,,,,,,Brown,,,40x40,,,,,05446c15-4291-42db-a410-25ae852b2923,761.0,shopify,deny,manual,49.99,0.00,true,true,,,,,7445042270265,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S4c01d37d5a5040138787c5cf253a51c5Y.webp?v=1776385988,4,Fluffy pet bed with a cat inside,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/b95b69183a986803d32f849725aafdcd.webp?v=1776385988,kg,,17.99,
royal-pet-cozy-bed,,,,,,,,,Brown,,,50x50,,,,,ac3a3936-6516-4d7a-92c3-a02ca8d8e768,761.0,shopify,deny,manual,54.99,,true,true,,,,,7445053080075,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Se493dac6bd8945cfa8ddf0967486ac66c.webp?v=1776385988,5,Cat sleeping in a fluffy gray pet bed on a white surface,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/b95b69183a986803d32f849725aafdcd.webp?v=1776385988,kg,,22.19,
royal-pet-cozy-bed,,,,,,,,,Brown,,,60x60,,,,,6a5f34e0-bcc4-4ddb-850c-bf3bec309824,761.0,shopify,deny,manual,64.99,,true,true,,,,,744759916990,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Sf7a2fed8c723418ea3a1506dbb1c1c9eA.webp?v=1776385988,6,"Fluffy pet bed with a cat inside, surrounded by text.",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/b95b69183a986803d32f849725aafdcd.webp?v=1776385988,kg,,25.99,
royal-pet-cozy-bed,,,,,,,,,Pink,,,40x40,,,,,113af1de-da76-4870-b09c-78560457290c,761.0,shopify,deny,manual,49.99,0.00,true,true,,,,,7445040875882,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S06164c49d92b48ab90b8782fd21bf5995.webp?v=1776385988,7,Pet bed with size chart and illustrations of dogs and cats,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S2768c0b696cd4dea93e38ce875d9cd1eI.webp?v=1776385988,kg,,18.39,
royal-pet-cozy-bed,,,,,,,,,Pink,,,50x50,,,,,3cf5eee6-fc28-4697-b02c-96a8443ab026,761.0,shopify,deny,manual,54.99,,true,true,,,,,313051025077,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/Se1d7bc82c7f14d0f8d507dbaabe5de65h.webp?v=1776385988,8,Gray plush pet bed with white interior on a white background,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S2768c0b696cd4dea93e38ce875d9cd1eI.webp?v=1776385988,kg,,15.59,
royal-pet-cozy-bed,,,,,,,,,Pink,,,60x60,,,,,760eadf2-d45e-42e4-be2d-33ad65f3fce8,761.0,shopify,deny,manual,64.99,,true,true,,,,,744110699838,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S2768c0b696cd4dea93e38ce875d9cd1eI.webp?v=1776385988,9,Royal Pet Cozy Bed pink,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7147/4819/files/S2768c0b696cd4dea93e38ce875d9cd1eI.webp?v=1776385988,kg,,25.99,
